Time,CAD,EUR,GBP,IDR,JPY,KRW,PLN,RUB,USD,others
2018-06-15 00:00:00 UTC,296.64977772,10524.8497215,1428.38492332,206.70649773,10410.2639963799,727.51104174617,998.57470984,847.61760553,58545.2516845607,739.52193428039
2018-06-16 00:00:00 UTC,315.03323625,6316.82462961,1246.77989793,143.88005989,6397.00889175998,401.922122519768,576.14005701,790.242608,37633.6893832808,410.82467201039
2018-06-17 00:00:00 UTC,101.51931413,4999.26094073,1214.05428084,103.72122511,4471.78901705,425.430381591049,491.31267313,737.36369345,30445.0406351169,280.62024001756004
2018-06-18 00:00:00 UTC,389.04903718,10293.5566855399,1568.94400681,225.64166171,10223.0037919099,631.216004638116,889.85542825,814.50245795,57615.4702313575,968.059841845
2018-06-19 00:00:00 UTC,167.58016002,9859.30949186994,1413.45948909,183.36219383,6340.25511710996,572.709631731909,750.27063847,796.28055277,47294.662972421,866.4876507813101
2018-06-20 00:00:00 UTC,192.1420359,8514.41144314997,1390.44020706,229.08146229,7600.52207271993,801.191306843607,876.0913001,802.636289080001,49896.7127589114,809.9519222701499
2018-06-21 00:00:00 UTC,186.8572914,6926.68954334998,1344.24115765,220.63569388,6878.53964198998,555.654260977506,634.08450441,823.9357403,34265.2717162211,847.8701578277798
2018-06-22 00:00:00 UTC,378.54160496,21455.96705077,1881.44377783,451.73226112,18459.1330046398,1025.07657188887,1492.96454353,876.79782107,125815.183131179,1386.0964327901304
2018-06-23 00:00:00 UTC,156.9880833,7129.92704910999,1346.95702433,212.48470976,6639.06022460998,500.045686627469,881.85422153,704.56468363,49208.8984282019,531.8910920096
2018-06-24 00:00:00 UTC,274.94334638,15806.42366217,1695.56040933,347.00953862,10212.9074229899,564.05820050538,1053.71867275,782.26590562,100974.795233188,789.5098415444799
2018-06-25 00:00:00 UTC,204.2212865,11975.47706446,1651.01272647,256.2286974,7050.55961748993,574.899225063283,1171.18797455,765.15648281,71323.6465602317,953.8716231065099
2018-06-26 00:00:00 UTC,190.0712328,10188.58610992,1391.10837189,210.11172464,5004.86677694999,619.04917378807,807.21629222,769.17942073,55852.7744206376,959.5418877271501
2018-06-27 00:00:00 UTC,242.13647498,8493.71278276995,1434.31082857,160.14920612,5672.76480202999,507.045146741764,1019.63504809,750.55225356,54633.5907151347,805.0598005408999
2018-06-28 00:00:00 UTC,174.45281428,8825.96941207999,1362.93215986,317.49766317,4958.85078196999,658.788496958243,991.13883218,711.09121507,55391.5776223606,920.6145110756902
2018-06-29 00:00:00 UTC,394.44102124,11654.76190813,660.34850196,308.95309555,7617.99782590992,771.189466042288,1569.89135925,827.36144434,85175.4995462028,1171.19087775186
2018-06-30 00:00:00 UTC,362.78844786,8353.87640575,1370.94432303,302.53870779,7171.14230986996,699.473532093466,817.02430984,831.18050524,58720.2867469617,932.09713462612
2018-07-01 00:00:00 UTC,120.04955442,5752.72657813999,1318.07758018,161.7386402,3785.69464482999,318.212872414155,596.77527817,653.07733596,35718.4013803961,436.95858038587
2018-07-02 00:00:00 UTC,453.63297668,9501.82292386999,1483.05883481,292.39193739,6900.22780204999,669.81763853132,1282.18268827,559.37079652,63830.6543119197,1117.27909066913
2018-07-03 00:00:00 UTC,361.54330399,8149.69623974,1404.44232274,198.42198489,5213.03351846998,650.267858795292,833.45228075,679.03099149,49932.9740486753,1164.9074984835197
2018-07-04 00:00:00 UTC,258.33622138,8283.11482475998,1455.17533933,250.58659576,7701.22565620996,604.125936490823,1076.71415269,702.48318301,57419.6007485019,1018.0602271478899
2018-07-05 00:00:00 UTC,204.26718209,8603.02561246,1391.93578376,217.64041303,8674.58615611994,632.779674676746,1041.61035429,849.66115551,58981.5738117347,902.6667845673601
2018-07-06 00:00:00 UTC,170.6825819,6444.56478611,1184.29521829,200.30755083,4754.14251061,653.505027414304,762.0548922,854.60758831,43917.2249000742,760.9233993497198
2018-07-07 00:00:00 UTC,470.57851622,5378.9352112,1012.60092953,201.09056909,4443.58489350997,434.558913233439,565.72506558,788.51000398,41217.4200963013,583.70301480519
2018-07-08 00:00:00 UTC,154.03056016,5678.62685445,1187.48980448,230.82508375,3606.40963817999,383.172967922415,743.96974489,759.77605358,35562.0605241781,504.49969535783003
2018-07-09 00:00:00 UTC,121.02743724,7021.19462608,1458.57024954,295.91280612,4250.98913186998,534.121829847997,999.67479015,816.81002346,46051.2449779273,796.1540742923598
2018-07-10 00:00:00 UTC,280.37202758,11292.55576839,1378.31120603,347.79348455,6893.18253998995,803.528458012404,1034.15220436,738.54215143,68162.4243614849,1040.26448640372
2018-07-11 00:00:00 UTC,358.61614116,8443.30249236,1362.97701121,237.90799199,5264.03408305999,489.953753759238,892.88807451,708.58195163,46212.1512083427,988.0485432482798
2018-07-12 00:00:00 UTC,304.6323502,9222.31270417999,1375.76457992,366.56444589,4172.99015897998,749.576762888735,1070.06797945,731.62177039,63399.3192576798,1098.98973449677
2018-07-13 00:00:00 UTC,217.19155481,8537.67487526,1383.17572441,183.69524429,3551.12559308,558.922912290079,767.17848738,907.95548457,49118.6646311532,785.3352641923301
2018-07-14 00:00:00 UTC,103.90933867,4347.6252283,1175.30161628,111.07049282,1894.58441925,218.891313869108,453.3226928,647.89553363,29318.2146523846,434.33267469283004
2018-07-15 00:00:00 UTC,101.76109081,5882.19785275,1239.29631312,140.18715934,2112.28648016,272.517902145333,650.55840205,462.91049181,33157.892268528,424.5742222050899
2018-07-16 00:00:00 UTC,286.79609781,14776.93345383,1611.36988835,412.85152917,8568.60771890986,965.78162188508,1165.50815867,800.06009841,73132.7154959132,1110.82897840993
2018-07-17 00:00:00 UTC,837.96424787,15167.70495911,1755.97797834,637.33952759,11206.7388519399,1264.38049654605,1389.19531877,912.80258621,107913.214177993,1647.7015584574297
2018-07-18 00:00:00 UTC,745.76051106,13772.08033858,1688.19593139,540.13974473,9943.17990022988,1145.46591680426,1591.11960056,765.2876433,97296.8507903583,1383.27902986139
2018-07-19 00:00:00 UTC,355.92379895,9409.18899689999,1446.55609725,410.41056895,5941.95798601993,923.144054611281,1178.27295168,880.36791203,63319.0509274338,947.7791387473501
2018-07-20 00:00:00 UTC,682.78720777,11141.37260606,1540.22067764,409.32619701,7642.53475052991,846.384802570457,1068.32591624,804.99802122,73806.9375706496,969.9518163404402
2018-07-21 00:00:00 UTC,251.1085542,6325.12440786,1211.68067892,193.30835227,3504.27817726995,380.053382188174,654.35552433,629.71243777,34540.6337253656,482.78111132402
2018-07-22 00:00:00 UTC,275.63560272,6747.54511318,1383.00900887,196.37509797,4763.32296007996,337.851248552603,639.29594722,710.25633049,43301.0733912166,363.54968333099
2018-07-23 00:00:00 UTC,400.49722013,13147.63145387,1592.67887069,340.73530486,8454.11137335965,919.343472831635,1592.66690473,761.12573409,94265.1786809147,1084.8606711192401
2018-07-24 00:00:00 UTC,609.5332569,20310.48161584,2031.48548464,626.85414638,13881.7452223395,1291.53267956516,1807.30645672,686.53853315,129717.547682479,1401.3904009730297
2018-07-25 00:00:00 UTC,544.89411253,12790.81924058,1697.12588265,434.06247995,9915.87695116978,1293.32242886237,1209.65886883,810.84091786,84657.945453295,1166.40397685288
2018-07-26 00:00:00 UTC,297.43503624,11835.12210795,1728.46568871,289.65514167,8324.81672575987,907.282810294482,1088.05701001,756.56545554,75199.7267211389,1088.9594405186403
2018-07-27 00:00:00 UTC,174.69475381,11545.67735252,1674.63068878,278.63454674,10139.7305198898,1005.3873829727,1067.24478481,728.04678826,75971.7331120684,1024.32120659164
2018-07-28 00:00:00 UTC,134.60817632,4888.07800455,1360.44564697,101.44347973,4613.67285616997,397.553467323623,537.1680178,580.26434593,34422.509150222,437.34303131224004
2018-07-29 00:00:00 UTC,208.46621479,4739.74507525,1237.18869783,95.88118315,3970.71381388997,355.647859489642,545.54252956,685.46274741,32374.0441546964,345.4589889767101
2018-07-30 00:00:00 UTC,314.02411541,12268.56882147,1548.81340556,241.62909172,8174.61445542989,837.177530705867,1191.91434917,621.19374082,83054.7747597218,884.21465182077
2018-07-31 00:00:00 UTC,328.3006045,14397.00434452,1646.46152799,306.49841733,9986.23009201978,864.276819908326,1398.94491766,693.94658777,93203.861055744,1171.50587791378
2018-08-01 00:00:00 UTC,449.20169715,12503.61063749,1523.06702297,328.48245165,8615.46821695985,766.818167120648,1174.92290885,764.10294074,76257.8634523005,1043.1690344286
2018-08-02 00:00:00 UTC,178.26054404,7519.83977478,1417.44254739,232.31629789,6464.71865388992,550.920765304729,804.53587901,685.66883424,50043.3556358596,933.17919325636
2018-08-03 00:00:00 UTC,233.81856681,11434.16697116,1626.44635248,246.58732668,6833.59847187993,772.035218121308,1177.46538713,706.64053776,73671.6295744818,954.9632821253499
2018-08-04 00:00:00 UTC,188.46438584,10420.46536077,1426.26033037,201.44064437,6455.9119439199,542.389853622005,948.04413672,741.71214049,72471.1468108141,658.01974121599
2018-08-05 00:00:00 UTC,165.78778986,7335.95059068,1363.39967128,133.54200415,5093.25641576997,371.206179490385,778.23292572,637.22878151,48892.1350229057,431.91744058728005
